"rating","titles","authors","location","date","tenure","recommends","pros","cons","adv_mgmt"
"4.0","""Diverse Talent and World Class IP""","Current Employee - Anonymous Employee","","2014-07-25","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookNo opinion of CEO","Strong supportive local office culture, collaborative global community","organization in transition phase = current uncertainty and integration pains",""
"2.0","""Run for the door""","Current Employee - Anonymous Employee","Dallas, TX","2014-07-28","I have been working at Korn Ferry full-time (Less than a year)","Doesn't RecommendNegative OutlookNo opinion of CEO","Flexible schedules with good benefits","High turnover. with lousy pay, no training, bad environment with low moral. This is not a job to stay at for very long at all. Promotions are given for brown nosing or having connections.The old management was better than the new one in place now. New management is downright trifling and rude and very fake. It would be great if management were actually nice and friendly and liked by everyone. Instead they are hated by most everyone and team leads are not worth having because they lead nothing but meetings that aren't needed in the first place. When that isn't happening they are on personal phone calls and walking around looking at everyone like they crazy and trying to put the fear of the lord in you, or being the joker in the corner. It is actually a joke really. When lousy accounts are given but no help is shown for them. If you don't like them then that's too bad because you are stuck and no room to move on to something else. It is like you're in jail and numbers are all that matters to them. If you ask for a new account or complain about bad ones then you are just ignored and told just do what you can. Do what you can but I need 50 people by the end of the day. Everyone is looking for other jobs and good people are leaving because of the low moral and bad treatment of employees by new management.","Pay people better and treat them well. Don't set goals for workers that you know can't be achieved. Offer more room for advancing inside the company. Offer better accounts."
"3.0","""de""","Current Employee - Anonymous Employee","","2014-07-31","","","de training, career, leadership, diversity, global","career growth, development, feedback, comp, politics","de"
"1.0","""Not a great culture""","Former Employee - Anonymous Employee","","2014-08-04","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Good brand and global reach. Has all the pieces to become a truly unique talent management firm.","Very weak leadership and poor strategic vision. No teamwork at all. Way too many crusty old search guys hanging around.","Clean house at the top. The business is fundamentally changing folks. You have all the pieces to make a real difference. Put them together and you might win. Leave them apart and you will lose."
"3.0","""Run-of-the-Mill Corporate Enterprise""","Current Employee - Consultant","New York, NY","2014-06-30","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendPositive OutlookDisapproves of CEO","Location flexibility - due to lack of office space, the ""hoteling"" culture already prominent at many consulting firms is starting to take root","- No on-boarding- Very little employee training- Pays below market value for roles at similar firms- Very little/no diversity- Weak leadership",""
"3.0","""FutureStep""","Current Employee - Anonymous Employee","","2014-07-08","","","lots of knowledge spread around. professional environment","over worked with low pay","evaluate roles and salary."
"1.0","""Steer clear of this company""","Current Employee - Project Manager","New York, NY","2014-07-17","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNegative OutlookDisapproves of CEO","Great, intelligent people, great intellectual property.","No work-life balances, no raises, not even a cost of living raise, there is no incentive to stay here. Too many acquisitions and too much work being sold with not enough resources to deliver. Employees are disposable and overworked. They want a certain level of employee yet are not willing to pay for it. No company culture. There is no appreciation or compensation for employees at lower levels.","No one at lower levels likes this company. Your are getting the continuous turnover that you deserve."
"1.0","""Recruiter""","Current Employee - Recruiter","Los Angeles, CA","2014-07-22","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","No Pros about this company","No raises, bonuses are low and no work-life balance. People who are on the business front line are treated poorly by management. There is never a thank you for teams who hard work. When projects are sold the client loves what sales folk discuss but it can never be delivered because there are no tools and competent people to deliver. It is hard to believe a big company doesn't have more tools established by now.","Change the way projects are sold. Make sure to have people delivering projects involved in proposals before projects are sold."
"1.0","""Road that goes to nowhere""","Current Employee - Anonymous Employee","Dallas, TX","2014-07-06","","Doesn't RecommendNegative OutlookDisapproves of CEO","Good client base, you think they would pay employees moreOpportunities to work in various industries without being pigeon holed to recruit for one industryGood opportunity for experienceGood opportunity to experience diversityGood insurance benefits","Some of the challenges in working for this company are that the management is horribleRecently new management has taken over and things are worse than they were beforeVery low pay for type of work and amount of workNo promotions or pay raise offered no matter how hard you work, but if you are friends with management, then you get better offers and promotionsNew management is so bad that good people are leaving and finding better jobsVery hostile and militant environment as of recentlyWillingness to step on others to get on topEmpty promises by leadership","Treat employees better and pay them more, offer promotions to those that deserve it"
"1.0","""Horrible place to work.""","Former Employee - Project Manager","","2014-07-06","I worked at Korn Ferry full-time (More than 3 years)","Doesn't RecommendPositive OutlookDisapproves of CEO","Diversity of experience in recruiting and occasionally you'll work with people from extraordinary backgrounds.","Think of everything negative you can about an employer and you'll have Futurestep.Disorganized, favoritism, 0 development, no raises, horrible work life, rude senior managers, huge turnover. Just stay away from this place unless you are desperate.",""
"5.0","""Very professional!""","Current Employee - Talent Specialist","East Hanover, NJ","2014-06-02","I have been working at Korn Ferry full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Wonderful culture, great people to work with, interesting scope of work, market salaries and work life balance- love working here- hope to make this my home.","None so far! Love the team and the scope of work.",""
"1.0","""Not sure why the CEO's still employed...""","Current Employee - Senior Consultant","New York, NY","2014-07-01","I have been working at Korn Ferry full-time (More than 5 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","As a division of Korn Ferry, PDI Ninth House now has every thing a client could ask for... Talented consultants, C-Level perspective, a complete set of assessment and development offerings, emerging technology platform, and a truly global presence.","The President is hapless. He is destructive to client engagements and demotivating to employees. He must manage up well, take credit for his team's success, and suck up to the KornFerry CEO for job security. His lack of business acumen and authentic leadership skills are openly discussed among the rank and file.","Hire management who can model the leadership skills we aspire to teach our clients."
"4.0","""A company that has treated me well.""","Current Employee - Senior Associate","San Francisco, CA","2014-05-23","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookNo opinion of CEO","The people seem to care about each other and want to help you succeed.","The type of work makes it so that you feel like you never really accomplish anything because as soon as you finish a project/search, it's on to the next one.","Work to create more of an open-communication culture and work to help employees find a better work/life balance."
"2.0","""If you consider working in their IT department, think twice""","Former Employee - Senior Programmer/Analyst","Glendale, CA","2014-05-19","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookNo opinion of CEO","Well established public company, business seems to be going well, nice compensation and nice benefits.","I worked on internal systems as a software developer for a little over a year. Some of the IT executives will feel threatened by and will seek to oppress talented people, out of fear for their positions. That insecurity creates an environment where decisions are made based on politics instead of what is good for the company, the products.","To IT executive team: Focus less on job security and related politics and more on the quality of the products and the systems you build and manage."
"2.0","""Bureaucratic, Political, Greedy""","Current Employee - Anonymous Employee","","2014-04-15","I have been working at Korn Ferry full-time (More than 10 years)","Doesn't RecommendPositive OutlookNo opinion of CEO","Co-workers/peers are great work with and are genuinely interested in seeing you succeed. Everyone wants to help each other navigate through the changes with the recent acquisitions.","The recent acquisitions have brought many challenges, forcing high turnover, job elimination resulting in large volume of work on many team members. In turn client work is compromised and morale is very low.","Sit back and look at how your decisions are affecting your clients and your delivery team. Your employees are unhappy, overworked, and will never be loyal to you in the long run."
"5.0","""Great company to work for""","Former Employee - Project Manager","Atlanta, GA","2014-04-08","I worked at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Worked in the Atlanta office. Great overall office where everyone works together to help one another. It's a great environment - large company, but small family office feel within the Atlanta office. Great managing partner.","Somewhat long hours. If you want to continue on to principal and partner, you must work off of sales which was a deterrent to me.",""
"3.0","""Research Associate""","Former Employee - Research Associate","","2014-04-15","I worked at Korn Ferry full-time (Less than a year)","RecommendsNeutral OutlookNo opinion of CEO","Great work - life balance. Good entry level recruiting job.","Low salary based on the amount of work that is dumped on you.",""
"4.0","""Great experience so far, great managers, lots of growth potential""","Current Employee - Research Associate","Chicago, IL","2014-03-17","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Growth potential, serious company, they invest in your training","Some partners are more self centered than others and will not support you even if you provide good work and put in the hours","Create a better mentorship program - Partner-Associate"
"3.0","""Good company""","Current Employee - Anonymous Employee","","2014-03-24","I have been working at Korn Ferry full-time (More than a year)","RecommendsNeutral OutlookNo opinion of CEO","Company provides good work/life balance and considers your thoughts on change and growth opportunities. Direct supervisor is greatly knowledgeable of the market trends which assists her team in providing a high level of service.","In short, more structure is needed in order to keep up with the growth and direction of certain segments of the business. At some point, one has to wonder is quick growth is better than sustainable growth...","Engage, engage, engage.... It seems as though they are pulled in too many directions at once and some times lose sight of the ultimate employer/employee relationship."
"4.0","""Market Leader""","Current Employee - Anonymous Employee","","2014-02-07","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Great colleagues and lots of opportunity","More Pros than Cons working here",""
"1.0","""The worst professional experience of my 20-year career - hands down""","Former Employee - Senior Associate","Boston, MA","2014-03-05","I worked at Korn Ferry full-time (Less than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Good information system, reasonable collaboration between piers, at least at the associate level.","Tremendous leverage placed upon associates. Professional disrespect, mind games, and abusive behavior is prevalent and commonplace. No upward mobility and just a lot of hard work at the bottom rungs of the ladder. Too much stress.","Treat your employees better - period. This is not a good place to work. I would avoid the company at all costs."
"3.0","""Mediocre""","Former Employee - Anonymous Employee","","2014-02-18","I worked at Korn Ferry full-time","Doesn't RecommendPositive OutlookDisapproves of CEO","Great shot at getting some experience in different areas, good entry level.","Not much room for movement internally. Low Pay.",""
"2.0","""Great Company... in theory.""","Current Employee - Team Leader","","2014-02-06","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral OutlookNo opinion of CEO","• Excellent reputation as a top-flight recruiting firm.• Very nimble organization that can change direction on a dime… and usually does.• Working virtually allows for flexibility and accommodation.• When you have access to senior leaders, you will find a WEALTH of knowledge and competence.","• Inconsistency in project implementation. (to their credit, they have hired a team that is now overseeing implementation and that seems to be going well)• Frenetic management with very little oversight; underperformers can coast and get by leaving all the hard work to top-performers.• ABSOLUTELY POSITIVELY NO EMPLOYEE DEVELOPMENT! You will walk in with what you know and stay at that level if you do not take the initiative to learn on your own.• This company does not encourage it’s employees to be better at their jobs.• Bonuses are promised in your offer, but never paid.• You will NEVER be provided a merit increase no matter what your performance level is, so why bother is most people’s attitude.","Provide a more cohesive team structure so that recruiters feel like they are actually a part of a team. Currently no one is really aligned to anyone.PAY BONUSES and provide merit increases; unless you really could care less how long people stay with your company."
"4.0","""Overall positive, but needs to reward top performers""","Current Employee - Anonymous Employee","","2014-01-22","","","Smart people. Team-oriented. Good work-life balance.","Compensation variation at all levels outside of Principal/Partner don't reward or motivate top performers.","Be more transparent with compensation. Encourage some competition. Don't make the review process a fight every year to pay fair market value. Reward top performers."
"3.0","""Need to learn to walk the talk""","Former Employee - Recruiter","South Houston, TX","2014-01-31","I worked at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNegative OutlookDisapproves of CEO","- Good place to learn to recruit for different jobs and industries.- Opportunity to learn to work for managers who may not know enough about recruiting to provide competent management of projects/ searches/ RPOs and/or people.- Opportunity to work with virtual teams.- Opportunity to learn to work in an ever changing environment.- Global exposure via affiliation to Korn/Ferry.- Definitely the place to work to build tolerance for instability.","- HR creates and tries to implement staff development tools that could be effective if they were taken seriously and used company-wide.- HR too often is not involved in employment decisions.- As with many companies, incompetent employees can work at Futurestep ad infinitum if they have friends in high places.- Sells solutions and advertises concepts that are not applied in-house.- Sales team brings in business that is approved by management regardless of the company's capacity to deliver.- Workforce planning and change management is done on the fly.- Inadequate tools that compete with each other instead of complementing each other.- Sourcers have insufficient and/or inadequate tools.- Very high turnover.- Departments compete against each other.- Employees are obviously dispensable.","- Listen to lower ranks.- Examine why turn over is so high.- Evaluate managers' response to their employees' concerns.- Ensure the company walks the talk."
"1.0","""This is like 'doing time' behind bars.""","Current Employee - Recruiter","Atlanta, GA","2014-02-11","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Some really nice people have been here - a few remain because the job market is tough.","No work/life balance - work, work, work.,,with no reward.Company under-staffs projects so the execs can get their big bonus checksPoor management style and incompetence is rewarded - while the people who deliver - work nights, weekends, holidays and cannot take vacation.This is a company who does not care about people. If you want to be a number that is easily replaced by another number, you'd like it here.No raisesPromise of a bonus is vaporware. If you do get a fraction of your bonus, you're supposed to feel special, after working 60 - 80 hour weeks.This is a sweat shop with a high profile name.","Dare to care about people who actually do the work at your company. Take the advice you give to other companies about how important people are. A majority of your employees are very unhappy, feel undervalued, unappreciated and are too afraid to open their mouth. The ones that do say something are black-balled and fired."
"3.0","""A large ship turns slowly""","Current Employee - Non-sales Infrastructure","Minneapolis, MN","2013-12-31","I have been working at Korn Ferry full-time (More than 8 years)","RecommendsPositive OutlookDisapproves of CEO","Intelligent, hard-working coworkers are everywhere. I think the long-term strategy to grow the consulting business via recent acquisitions and to focus less on Executive Search is a good one. The core IP and knowledge behind the products is phenomenal!","Changing direction and business focus takes time and dedication. Upper management indicates they are behind the shift in focus, yet resources (people and money) are not always there. Existing staff are spread thin and expectations are high, yet compensation is lacking. Career advancement is difficult as there is little to no investment in training and it can be difficult to get exposure to new things in order to stay current or to expand skills.","Do not acquire more companies in the near future. Focus on integrating those that you have and invest in the technology to unify them. Service delivery can be improved via investment in technology and the use of consistent platforms.Invest in your employees! Do not be ruled exclusively by the stock market and what others say you can do with your money.If the ""digestion"" and development of the recent acquisitions is done right, the company's future is bright. Accelerate this process as much as possible, even if you take a financial loss for a short time. The investment will pay off big time and it won't take long to see the results."
"2.0","""Valuable services""","Former Employee - Anonymous Employee","","2014-01-06","I worked at Korn Ferry full-time","Doesn't RecommendPositive OutlookDisapproves of CEO","Outstanding products and services that make a positive difference in the lives of leaders and organizations. Now that they've been acquired by Korn Ferry, their scope of end-to-end talent management services has the potential to create a new type of services industry.","Low morale. Below market compensation and infrequent pay increases. Odd promotion and staffing decisions with inconsistent nomination processes and compensation structures. High turn-over, including departures by high performers and high potentials. (Some) demotivating and demeaning senior executives.","Use your own products and services to assess and develop internal talent, especially those in Director-level and above roles. Require senior executives to treat employees better. Provide fair market compensation. For future mergers or acquisitions, hire an outside firm to help with integration efforts; the process in place now is not as efficient or effective as it should be. Continue developing leading-edge programs; your company can change the talent management industry. Keep treating clients as #1; give them services that will knock their socks off and make them reevaluate their relationships with competitors."
"4.0","""Still growing and developing""","Current Employee - Recruiter","","2013-11-26","I have been working at Korn Ferry full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","Reputation/longevity in the market, Leadership/Management cares and is driving towards a unified vision, fair compensation, large organization, excellent vacation/sick/maternity benefits (16 weeks), career development tools","Limiting our resources (sourcing tools), still building structure, limited support/onboarding/training programs, high pressure at times, bureaucratic system/politics","Keep making the improvements and building the internal structures to support the growth."
"5.0","""The best in the industry""","Current Employee - Senior Associate","Chicago, IL","2013-11-06","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Impeccable reputation and legacyMake 20 calls, get 20 call backsThe highest level assignments in the industry, with access mostly to the CEO and the boardGreat culture, everyone who works there is smart and works hard, and knows they are in the best firm out thereImmense exit options","Struggle to think of anything..........literally","Keep broadening the portfolio of offering"
"1.0","""Poor financial leadership and false promises!!!""","Current Employee - Director","Los Angeles, CA","2013-11-28","I have been working at Korn Ferry full-time (Less than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Perception of being highly professional and internally organized.","Reality is they have little infrastructure to compete effectively on a global scale, have low tenure in their recruitment ranks, overcharge for their services and have poor decision making amongst the leadership.","Before you make someone an offer of employment, look at your business and financials to be certain they are solid. Take leadership courses and develop an onboarding program that you can stick to in order to drive some consistency."
"3.0","""Get Ready to Have No Life""","Current Employee - Recruiter","Atlanta, GA","2013-10-25","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookNo opinion of CEO","Good people, sometimes interesting work, not a bad place to be if you are in upper management or looking for something short term. Paid time off between Christmas and New Year is a plus.","Be ready to give your life to the company and work 15+ hours a day. The sales force doesn't seem to understand what it takes to actually perform the jobs they sell. The company has many executives that have to be paid and that doesn't leave enough money to put the right number of people on the projects to do the work. It never changes from client to client. Bonus payouts are not even close to the target amount no matter how hard you work. Raises are non-existent. Bet Management get their full bonus.The culture is a pressure cooker to constantly perform at 100 miles an hour all of the time. If you want a life, this is not the company for you.","Take a long, hard look at the churn and burn culture and the good people working for the company. Don't wear out your top talent then wonder why their not performing like they did. Futurestep could be an awesome company, it needs to start acting like one and treat employees fairly. Where are you Management in contacting and working with the people that actually do the job to earn YOUR pay? You are no where to be seen and lacking in communication to the people that matter."
"3.0","""Excellent""","Former Employee - Human Resources Associate","Los Angeles, CA","2013-10-24","I worked at Korn Ferry full-time (More than 3 years)","RecommendsNeutral OutlookApproves of CEO","Always willing to try new ways of doing the same job.","I did not find con, except for my position being contract.","none"
"3.0","""Senior Client Partner""","Current Employee - Senior Client Partner","","2013-10-16","I have been working at Korn Ferry full-time (More than 10 years)","RecommendsNeutral OutlookDisapproves of CEO","Great learning environment... access to top level searches and behind the curtain conversations on business. There are many high quality people who work here. If you are really enthusiastic about human capital, measuring and assessing with the latest tools, KF would be a great spot for you.","Company is busy expanding into too many areas. Executive search is being under funded and consultants are not getting good payouts.",""
"4.0","""Great Company""","Former Employee - Executive Assistant","New York, NY","2013-08-30","I worked at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Great camaraderie with a concerted effort to improve the culture and employee satisfaction during my tenure. Not that management's efforts were necessarily successful, but the fact that it was on their radar screen spoke volumes of the company and its mission. Fantastic suite of offerings and strong leadership in the C-Suite.","With big companies comes the bureaucratic red tape. For all the talk of being accountable and taking responsibility, leadership at the management level was lacking. It is hard to maintain respect or loyalty for your boss or HR Manager when you have proof that they lied to your face.","Individual Managers responsible for bonus decisions should not hide behind the coattails of management. If you want to engender loyalty and trust, you must first find it within your soul to be honest yourself."
"2.0","""Confusing! Frustrating and indifferent!""","Current Employee - Anonymous Employee","","2013-09-17","","Doesn't RecommendNeutral OutlookNo opinion of CEO","A Korn Ferry Company, global presence","Very poor management, co-ordination. Highly mismanaged company.",""
"4.0","""Diversifying company may lead to great new opportunities (but also growing pains) for new employees""","Current Employee - Anonymous Employee","Minneapolis, MN","2013-08-19","I have been working at Korn Ferry full-time (More than 5 years)","RecommendsPositive OutlookNo opinion of CEO","-A lot of growth provides new opportunities for acquired companies (PDI Ninth House and Global Novations)-Korn/Ferry recognized slowdown with executive search and acquired solid companies to diversify portfolio and main competitive advantage-Great new IP (if they can figure out how to use it competitively)","-Currently experiencing a lot of growing pains with many acquisitions as well as the sheer volume of new employees (1 in 5 is new in 2013).-Culture works well if you are a consulting type who enjoys an individual approach vs. team approach as its a 'eat what you kill' environment. Depending on the region, some are more cut-throat and some more collaborative.",""
"4.0","""Very entrepreneurial but need to invest in internal talent management""","Current Employee - Senior Associate","New York, NY","2013-07-22","I have been working at Korn Ferry full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","Entrepreneurial, fast-paced, client centric. Ahead of the curve in executive search by taking a holistic approach to talent solutions","Need to invest more into internal talent management",""
"2.0","""Poorly run by a bunch of cheerleaders.""","Current Employee - Anonymous Employee","","2013-07-31","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Strong client base and a good company reputation from the parent company..","The companies compensation is average at best and don't ever count on a raise or bonus. I personally was rated over a 4.0 out of a 5.0 scale and there was under 50% of the bonus achieved and no raise for 2013. The company is also very fond of ""development"" work which is nothing more than busy work. All in all it's typical for an RPO. My suggestion is find a good company and go to work in house.","Quit grasping at straws and actually communicate to your employees."
"4.0","""Exciting, fast paced, human capital consulting firm specializing in human resources outsourcing""","Current Employee - Anonymous Employee","","2013-07-07","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Opportunity for personal career growth and to work in a dynamic environment where you can contribute to the growth of the business and learn.","Management expectations are high and the culture is quite demanding, so the pace is not for everyone.","Invest more in supporting the existing team for success."
"2.0","""Best products and consultants in the industry. Worst CEO.""","Former Employee - Senior Executive","Minneapolis, MN","2013-07-08","I worked at Korn Ferry full-time (More than 5 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","PDI Ninth House has by far the best products in the industry. The intellectual property is time-tested, the assessments more insightful than any others in the industry, and the technology is world-class. The consultants are self-less, dedicated to serving clients, and the best I/O psychologists in the business. It has a complete set of offerings and global distribution, a real win for clients.","Unfortunately, the top leadership has no business in a leadership role. The CEO inherited the company from his father, has very low business acumen, poor personal character, and an inability to translate his vision into execution. He's not a bad guy, just not ready for a CEO job.","Pack your bags."
"2.0","""frustrating at best""","Former Employee - Senior Partner","","2013-07-03","I worked at Korn Ferry part-time (More than 10 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","it's in a great industry","public company in a business that should be private, way too much focus on revenue generation and too little on customer satisfaction","focus on customrers and the revenue will take care of itself"
"4.0","""Stale business trying to stay relevant""","Former Employee - Anonymous Employee","","2013-06-12","I worked at Korn Ferry full-time (More than 8 years)","RecommendsNeutral OutlookApproves of CEO","Good connections and smart peopleMeritocracy culture - room for growth if you have talent and driveEarning potential is there if you are willing to wait it out","lack of tolerance for innovationNon existent IT leadershipDoesn't invest in it's peopleEat what you kill culture","Go private. Invest in a technology leader. Don't ignore your cash cow. Stop managing the business around the next earnings report."
"3.0","""Silos hard to break down""","Former Employee - Senior Associate","San Francisco, CA","2013-06-29","I worked at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Interesting workAttracts good peopleOpportunities to test yourself","Moving away from core businessHaves and have nots cultureSiloed and cut throat - no real collaboration","Go private or spin out the search business."
"3.0","""Keep Your Promises!""","Current Employee - Recruiter","","2013-06-20","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookNo opinion of CEO","Descent client list and company benefits","Lack of leadership at client site, no teamwork, no upward mobility, recruiting leads are poor quantity and quality, metrics using outdated system; and project managers only 5 feet in front of the issues.","There is no cost savings in hiring inexperienced and cheap recruiting help. PM's need to understand the issues from the ground up."
"4.0","""a consulting organization in every way, in every department""","Former Employee - Anonymous Employee","","2013-05-24","I worked at Korn Ferry full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","the associates employed with Korn/Ferry are world-class folks: sharp, focused, intelligent, experienced, and open. because of it's global reach and the caliber of its clients, Korn/Ferry offers some truly worldwide opportunities for making contacts and gaining exposure to international markets and cultures.","because Korn/Ferry is predominately a consulting firm, its approach to managing all lines of business come from this mentality. this can be counterproductive to the shared services departments that don't fit into the ""bill for every 15-min chunk of time.""","listen to those employees who are not consultants or principals, but who are greasing the gears of the machine that the sales force are furiously turning. just because your hundred-thousand dollar car looks gorgeous on the outside, it is no use to you if the engine breaks down every time you take it out for a spin."
"3.0","""Future step experience""","Current Employee - Project Manager","Dallas, TX","2013-05-09","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookDisapproves of CEO","Good clients and good opportunity to learn.","Politics internally which hinder decisions","Meet and know your people"
"1.0","""might be better after the Korn-Ferry acquisition but...""","Former Employee - Anonymous Employee","","2013-05-22","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Great people! Fairly stable if you're in the right department/work group or geography","Under market pay scale for large ""coast"" cities. Very Minneapolis-centric in terms of salary scale. Several Consultants think they are ""gods gift"" and very patronizing and other team members.Minneapolis based senior management team seems a little out of touch and insulated.","Step aside!"
"2.0","""Being the biggest doesn't mean the best""","Former Employee - Anonymous Employee","","2013-04-17","I worked at Korn Ferry full-time (More than 5 years)","Doesn't RecommendNegative OutlookNo opinion of CEO","some great talent and opportunities to network with some of the best in the business","culture; and sincere lack of empathy or compassion for talent","Listen to the workers that do the work."
"2.0","""Over Engineered""","Current Employee - Anonymous Employee","","2013-04-11","I have been working at Korn Ferry full-time","Doesn't RecommendNeutral OutlookDisapproves of CEO","Great solutions and great clients and great consultants","lack of sales and delivery support. Politics. Leadership void and those that are there don't listen.","Pay attention to your top performers, listen to your employees, communicate more effectively, and pay for performance. Tell those overpaid Thought Leaders with titles to go get some work done"
"2.0","""Hard work counts for nothing.""","Current Employee - Executive Assistant","","2013-03-14","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Wonderful people to work with.","Does a poor job of keeping and rewarding its best people. You basically have to be walking out the door to get a salary increase.",""
"3.0","""Tremendous experience but difficult politics""","Former Employee - Anonymous Employee","","2013-03-21","","Doesn't RecommendNeutral OutlookApproves of CEO","International scope and Public experience in mid-sized company","Corporate politicking and promotions are difficult",""
"3.0","""Accounting Administrator / Specialist""","Current Employee - Accounting Administrator","Minneapolis, MN","2013-03-18","I have been working at Korn Ferry full-time (Less than a year)","Neutral OutlookDisapproves of CEO","Working in accounting was a great way for me to move from a smaller company to a larger one. There is extensive work with excel and SAP which is great exposure for other things. Love everyone I work with, but it is definitely a pass-through position.","Company was recently acquired by Korn/ Ferry International so the transitional phase is constant and will be on-going throughout the remainder of this year at least (2013).",""
"3.0","""On the way up""","Current Employee - Anonymous Employee","","2013-03-13","I have been working at Korn Ferry full-time","RecommendsNeutral OutlookApproves of CEO","Work/life balanceGenerous PTO and sick timeOpportunities for lateral movements appear to be improved since acquisition by Korn Ferry","Lack of bonuses, 401k match",""
"4.0","""best part time job I have ever had""","Former Employee - Senior Client Partner","Atlanta, GA","2013-02-13","I worked at Korn Ferry full-time (More than 3 years)","RecommendsNeutral OutlookApproves of CEO","great brand top name. The are the biggest firm in the world and have remained there for decades.","poor partnership environment. I was miserable. I was paid well but it cost me alot of money in the end working.","I would not know where to begin the problems are too immense for me to fix. But hire people who believe and carry on I guess"
"4.0","""Pleased with job at Futurestep""","Current Employee - Recruiter","Columbus, IN","2013-01-09","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","FS has many opportunities to advance within the company. The RPO business is successful and you can apply to positions with other accounts.","The pay is middle of the road. Bonuses are hit and miss and pay increases don't happen often.","Be more available to on-site staff. It is very easy to feel that we are not part of FS and not part of the RPO client - kind of like we are all alone."
"5.0","""What a Great Company""","Current Employee - Anonymous Employee","Burbank, CA","2012-12-19","I have been working at Korn Ferry full-time (More than 8 years)","RecommendsPositive OutlookApproves of CEO","So much opportunity to grow in this company. Top performers move up quickly and medium performers are developed really well. Management has gotten really sophisticated in the past 2 years and the CEO is not afraid to invest in being leading-edge. Its fun to work here and to see all the new offerings and solutions come into play and love the consulting edge in the RPO offering.","Not much tolerance for low performers but not sure if this is really a con.","Would love to see more women in the very senior exec ranks."
"2.0","""Company run by the numbers; aggressive growth but no investment in people or career development""","Current Employee - Manager","San Francisco, CA","2012-12-15","I have been working at Korn Ferry full-time (More than 5 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Strong position in its industry sector; firm willing to take risks","Culture of everyone for themselves; unprofessional; not career development","Consider long-term consequences of management decisions"
"2.0","""Frustration at it's best!""","Former Employee - Sourcer","Dallas, TX","2012-09-18","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Very diverse client portfolio allows you to gain industry knowledge in a wide range of fields.","Management can be extremely difficult to work with as there is a history of below average leadership in upper & middle management. Moving ideas up the management chain is a waste of time. Very high turnover from staff - which has been a historical problem since early 2000's.","Return to the roots of your business plan prior to the arrive of your former COO (the now departed Andy Watt)."
