"rating","titles","authors","location","date","tenure","recommends","pros","cons","adv_mgmt"
"4.0","""Facebook research scientist""","Current Employee - Research Scientist","Menlo Park, CA","2016-11-01","I have been working at Facebook (Less than a year)","RecommendsApproves of CEO","free food, and smart people working with","more engineering and workload is pretty high",""
"5.0","""What a great place to work""","Current Employee - Engineering Manager","Boston, MA","2016-10-18","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","There are many, but here are a few of my favorites:- Play to your strengths. Too many companies and too many people work on improving weaknesses, in hopes of becoming well-rounded. This is fine, but often the better strategy is to play to your strengths, where employees do more of what they're good at, and less of what they're not good at, in a diverse team. I've never seen this done as well as at Facebook.- Moving fast at scale. There are so many tools and frameworks to help you still move fast, as fast as any startup, that's it awesome. So impressive at Facebook's scale.- World-class team. I know this is said often and loses meaning, but it's true here. Every single person is both smart and nice, a rare combination.- They care about the right things, and don't care about the wrong things. Both parts of this are important. Too many companies sweat the small stuff that doesn't matter, e.g. who's invited to a meeting or whatever. At Facebook, everyone is just trying to make a positive impact, without care for politics etc.","- Things change fast. If you're not at ease with change, or if you're seeking a place that never changes, this is not the right company for you. This includes projects, tools, technologies, teams...- There are multiple technical ways of doing most things. It's not always clear which is the best way, so you have to ask people. I think that's actually OK as you get to know your colleagues. But if you're the kind of person who wants perfect documentation for everything, this is not the place for you.","Stick to what you're doing, it's working :)"
"5.0","""This is the best company I've worked for""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-09-26","I have been working at Facebook full-time (Less than a year)","RecommendsPositive Outlook","Mutual respect; egalitarianism; meritocracy; flexibility. This place makes employees feel welcome and relevant, regardless of their age and gender. What matters is how good you are at doing your job. Everything else is irrelevant. I had some reservations about the the open floor plan, but it actually works to energize the people. You can hear the brains buzzing :-)","The open floor plan has a downside: if someone comes in sick with a cold or flu, its too easy to pass it on to others. It is addressed very thoughtfully though, so it's not such a big deal.",""
"5.0","""Fantastic Experience""","Current Employee - Anonymous Employee","New York, NY","2016-10-14","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","The benefits from working at FB are amazing. They are not just throwing money at employees on useless items. They are thoughtful and trying to make people more productive and healthier with the items they provide.","It is a very young company. The benefit is that it creates an aggressive and flexible style of working. On the flip side if you like consistency and predictability - this is not the place for you.",""
"5.0","""5 years in and still loving it!""","Current Employee - Recruiting Lead","Menlo Park, CA","2016-10-12","I have been working at Facebook full-time","RecommendsPositive OutlookApproves of CEO","- Hard problems- Strong management/mentorship- Tons of resources- Strong company values- Excellent executive leadership (Mark/Sheryl/Schrep/Cox)- Focus on diversity- Food and general benefits are top of the charts- Flexible work schedule","- Commute is O.K.; I find it productive but friends who get carsick, less ideal","As we scale, don't lose sight of the core values."
"5.0","""Mission Driven. Impact from Day One.""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-10-12","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","People here care deeply about the mission to connect the world. Everything we do connects to the mission and Mark talks about the mission in practically every talk. We encourage people to be their authentic selves. There's no ""work you"" and ""personal you."" There's just ""you."" People care deeply about each other here. And you have the ability to make an impact beginning on your first day. Some places it takes 6 months or a year to make meaningful progress, but here you jump in and make a difference right after orientation.","It's really fast paced and things change quickly. You have to be able to ride the waves and adapt quickly. So many people are grateful to be part of such an amazing company, but there are a few bad eggs who ruin the culture because they takers, not givers. We need to serve more humble pie in the cafes.","Remember to teach employees the importance of gratitude."
"5.0","""Great place to work!""","Current Employee - Executive Assistant","Menlo Park, CA","2016-09-30","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive Outlook","Great culture and people to work with. Amazing mission and leadership.","None that I can think of.",""
"5.0","""Amazing place so far""","Current Employee - Software Engineer","Menlo Park, CA","2016-09-27","I have been working at Facebook full-time (Less than a year)","RecommendsNeutral OutlookApproves of CEO","Smart people, fast paced and decentralized work environment which gives immense freedom to people and teams.","I came from a corporates which are not so fast paced and it is difficult onboarding with facebook. But honestly it is worth it",""
"5.0","""Technical Recruiter""","Current Employee - Technical Recruiter","Seattle, WA","2016-09-14","I have been working at Facebook full-time","RecommendsPositive OutlookApproves of CEO","+Impact+Working on really cool stuff+Ownership+Culture+Future of the company looks really positive and bright+Making the world more open and connected+You learn a lot from really awesome people around you","-Recruiters aren't allowed to work remote.",""
"5.0","""Love Facebook""","Current Employee - Software Engineer","Seattle, WA","2016-09-22","I have been working at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","The perks are amazing.Transparency and openness of policy, leadership, and code base. Props to leadership admitting to their faults/failures and working to learn from them.Supporting your growth - personal and professional.","New managers in transition, but that's inevitable.Pressure to work more - this is very team dependent. Despite efforts to say work however you like, if many people on your team is working throughout the night, it's hard not to feel the pressure.Open office space isn't for everyone - where's my flow state? This has improved with more and more rooms being allocated for personal use and ability to update work status.Seattle office is older than MPK.","Keep it up. Try to bolster some of the extra programs in the Seattle office. i.e. volunteer groups seem pretty dead here."
"3.0","""Marketing Expert""","Former Employee - Marketing Expert","Phoenix, AZ","2016-10-04","I worked at Facebook full-time (More than a year)","","Training is great, great experience working across all business verticals.","little to no advancement opportunities for those who aren't in the ""old boys club""",""
"5.0","""Probably the best job I'll ever have.""","Former Employee - Operations Engineer","Menlo Park, CA","2016-09-20","I worked at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","The move fast culture and insanely high ratio of competent co-workers make Facebook one of the most satisfying and exciting places to work in the world. Easily one of the best workplaces where you feel pampered and privileged to have a job there. The food options are vast. You'll never go hungry. There's plenty of interesting spaces around the office to meet, chill, or focus. Easy access to IT and resources removes roadblocks from your workday. Projects and tooling are shared openly within the company and knowledge transfer is highly encouraged. Aggressive device refresh policy (every 2 years). Zuck Q&A on Fridays. The ability to easily float between teams makes finding something new that you're passionate about is much more likely and keeps your employment fresh.","Your desk area can often get loud. The company often doesn't follow through enough on released products, discontinuing them within 1-2 years. You must come into the office at least 80% of the time usually, which means you must relocate near an office.","Open offices in more affordable areas that don't have extremely high real estate costs. Have succession plans well in advance for products if they don't work out."
"5.0","""Amazing""","Current Employee - Anonymous Employee","San Francisco, CA","2016-09-19","I have been working at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great place to work, amazing perks and people. Couldn't imagine myself anywhere else","No cons, the stereotype of working in tech is overrated","The best"
"5.0","""Great place to work overall. Getting too big and complacent as it grows""","Former Employee - Anonymous Employee","Menlo Park, CA","2016-09-18","I worked at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Great place to work overall.Takes great care of employeesBest perks!Best cultureBest CEO","Getting too big.Getting complacent and hiring bar is getting lower.Lots of cliques at work","Focus on keeping the edge and keeping the culture !"
"5.0","""Best place to work - PERIOD""","Former Employee - Director","New York, NY","2016-09-11","I worked at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","So many things but the biggest is that Mark and Sheryl and the team deeply care about their employees. They have combined the art of deeply caring with expectation of high impact and so you don't have under performing employees contaminating the culture of care and impact.Consider yourself lucky if you get a job at Facebook and stay there as long as you can because it will make you an incredible professional and a better human being","Really ? Very little, I'm stuck thinking about it. I just can't find anything to say here. Like any big company you might have to work through confusing org structures but once you understand that it's easy","Continue to build programs that will bring out the best in terms of impact, speed, care, openness, courage to innovate etc in new hires especially the ones you hire at a senior level. You have managed to stay away from regressing to the mean- keep it that way!"
"4.0","""working experience""","Former Employee - Software Development Engineer Intern","Menlo Park, CA","2016-09-29","","","good place to work and the food is amazing, team is fantastic, tech stack is pretty new.","work pressure is high and push too much Lack of communication sometimes .",""
"5.0","""The Internship Experience Of My Dreams""","Former Employee - Software Engineering Intern","Carlisle, MA","2016-08-26","I worked at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","- Everyone, no matter how ""high up"" they are at the company, is very willing to help with whatever question you might have. You can message anyone at any time and they will generally get back to you within the hour.- As an intern your opinions and ideas are valued. I came up with my own product and feature ideas on the side, and I was able to implement them and test them publicly.- The company culture is very open. (Almost) everything at Facebook is no secret - Mark is willing to answer any question you might have about company direction and stance at the weekly Q&As, and at any point you can ask what people are working on, and they're willing to share.- The projects you're able to work on are high impact projects more often than not.- Everyone is passionate about their work and incredibly good at what they do. I learned a crazy amount this past summer.","- The work culture is largely self-driven. There's no particular structure or strict schedule for getting work done, so if you're not self-motivated, you could fall behind without much consistent feedback for your performance.- Work-life balance can be a little unhealthy at times. There felt like there was a bit of pressure to work even while at home, because a lot of people do.","Not much. My experience was absolutely incredible, and I learned a LOT this summer. Maybe there could be a better system for suggesting ideas and new projects - I felt like I came up with a handful of cool, slightly bigger feature ideas this summer but they often wouldn't be escalated to the project managers or receive any feedback, and just go unnoticed."
"5.0","""Great company to work for!""","Current Employee - Communications Associate","Menlo Park, CA","2016-09-02","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Great benefits, culture, mission. There is a lot to love about working at Facebook. Most employees believe strongly in the mission.","Commute from SF is tough, and manager support is pretty hit or miss depending on the person. You have to stick up for yourself and be proactive if you want to learn.",""
"5.0","""The greatest place ever""","Current Employee - Software Engineer","Menlo Park, CA","2016-09-08","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","I've been blown away by how incredible this company is. From its openness to its diversity, Facebook has truly surpassed all tech companies in terms of culture, perks, and employee lifestyle. As a software engineer, I've learned, grown, and made an incredible impact in just a few months.","I seriously can't think of a single negative thing about Facebook. I couldn't see myself working at any other company.","Micromanagement doesn't exist. I get credit for what I do, and there's a pretty clear understanding of my role and room for growth."
"4.0","""Facebook free launch and snack""","Current Employee - Software Engineer","New York, NY","2016-09-22","","RecommendsPositive OutlookApproves of CEO","satisfaction eating need and it is a motivation","it will let employee increase weigh",""
"5.0","""Love it!""","Current Employee - Software Engineer","Menlo Park, CA","2016-08-31","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Moves fast.Work with smart people.Very less politics.Open culture.High bar for candidates even as company as grown.","Moves too fast for some of the teams that should be doing more research.",""
"2.0","""A Once Amazing Culture is Slipping Away""","Current Employee - Project Manager","Menlo Park, CA","2016-09-12","I have been working at Facebook (More than 5 years)","Doesn't RecommendPositive OutlookApproves of CEO","Amazing amount of perks - food, a truly ""frictionless"" IT department, etc. The benefits package is the best I've ever seen and gets re-examined every year to adapt to the changing company population. Facebook, the company, is amazing. What the company is doing to connect the world is something that is truly astonishing and amazing. Being able to work for an employer that is changing the world before our eyes is something not many people will ever get the chance to say they were a part of!","The culture of some of the departments is slipping away faster than most people would like to admit. The company is becoming more and more ""corporate"" with more politics settling in. This ranges from managers hiring friends and old colleagues, completely bypassing our interview process, to putting ""policies"" in place against company culture that puts unnecessary roadblocks in place, slowing down productivity. The company is growing, which can be appreciated, but the amount of emphasis that is being put on us that we need to move to being ""more corporate"" is completely against what the company was built on.","TRUST your employees. A little bit of trust goes a long way. This isn't the government or a large corporation - this is Facebook - a once choice employer who is getting eroded by managers doing their best to build an empire and put as many layers of insulation between them and their lowest ranking employees."
"5.0","""Delivers promised other companies make""","Current Employee - Production Engineer","Seattle, WA","2016-08-23","I have been working at Facebook (More than a year)","RecommendsPositive OutlookApproves of CEO","Many companies I've worked for talk about access, enablement, open environment, work/life balance, frequent reviews and promotion. FB actually does this: almost anyone can see code for and fix almost any problem. Reviews happen twice a year, and my manager brings up the promotion track more than I do. They aggressively push giving your family the off-work time, and plan events which either include small family members or give non-parents a good steam-blow-off as well","There's a bit of fiefdom but very little. Sometimes hard to get code-review. We move a little fast for documentation sometimes, and there are often 5 ways to do that one thing and they're very similar with cute animal names.","Very pleased with the company. Showing concern and continuing to invest in and grow your people is the best for retention. Maybe more roles that cross-pollinate work and all-hands to share our work. Incentivize merges and tech debt burn-down"
"5.0","""Great place to work""","Former Employee - Software Engineer Intern","Menlo Park, CA","2016-08-30","","RecommendsPositive OutlookApproves of CEO","Even as an intern, I was able to work on high-impact projects for the caching infrastructure. All the people at Facebook are really talented engineers.","Sometimes, it can get pretty daunting for an intern. Facebook has a ton of internal tools and a lot of internal documentation, and it is easy for an intern to get lost in the myriad of internal stuff.",""
"5.0","""Software engineering intern""","Current Employee - Software Engineering Intern","Menlo Park, CA","2016-08-26","I have been working at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great company values, a lot of thought going in everything being done at the company; open culture: visibility and accessibility to management","always very ambitious goals which promotes hard work","keep being accessible, this is something very inspiring for everybody who comes at Facebook"
"3.0","""Recruiter""","Former Employee - Anonymous Employee","Seattle, WA","2016-09-02","I worked at Facebook full-time (More than a year)","Doesn't RecommendPositive OutlookApproves of CEO","Great company, great benefits, and great brand.","Management has the lack of experience to develop talent.","Be transparent and honest with those who report to you."
"5.0","""Great Place to work""","Current Employee - Research Scientist","Menlo Park, CA","2016-08-23","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Fast pacedExciting projectsFast expansion (Still)Transparent EnvironmentNice and kind managersthoughtful managementCareer opportunity is definitely better than Google but fewer than other start ups.But a lot of great people to learn from.","bonus is not as high as I thought and seems no stock refresh program?",""
"5.0","""The best place I have worked at so far""","Current Employee - Software Engineer","Seattle, WA","2016-08-16","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Coming from Amazon I cannot even dare to write all the pros as it will be a very long list.","I haven't seen any so far.",""
"5.0","""Facebook""","Current Employee - Software Engineer","Menlo Park, CA","2016-08-22","I have been working at Facebook full-time (Less than a year)","RecommendsPositive Outlook","benefits, culture, people, benefits again.","stress, work life balance in some teams",""
"5.0","""Best place I've ever worked""","Current Employee - Small Medium Business","Austin, TX","2016-08-06","","RecommendsPositive OutlookApproves of CEO","Great benefits, opportunity for growth, and open transparency culture. I've worked a lot of places in my 15+ year work history and this is the best.","Work life balance can be a struggle if you do not define clear boundaries on the front end.","Continue to keep an open transaprency culture"
"4.0","""Good benefits, somewhat cultish""","Current Employee - Data Analyst","Menlo Park, CA","2016-08-22","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","You will work with some very smart, driven people. Benefits are out of this world. You have a lot of autonomy to do your job which can work for or against you.","People can be discarded easily. It's hard to keep up the kool-aid induced hype after a few years. If you're an older employee, get used to feeling uncomfortable.","While doing a good job encouraging diversity, you might want to look at the age range of your peeps, especially at MPK which seems to skew even younger than the other offices."
"4.0","""Facebook - 5 stars, Concentrix - 1 star""","Former Employee - Analyst","Austin, TX","2016-08-22","I worked at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookApproves of CEO","Facebook provides a great workplace in terms of creativity, meeting spaces, Videoconferencing rooms and the cafeteria ladies are the best!","Concentrix has the lowest paid contractors or any employment company doing business with Facebook. Clerical mistakes like having training classes arrive a week earlier than scheduled are commonplace.","Middle management, are you paid enough to put up with Concentrix's antics?Upper management, You charge facebook $30+ an hour and pay employees 12.75 an hour - nice hustle!"
"4.0","""Marketing""","Current Employee - Anonymous Employee","Kansas City, KS","2016-08-31","","RecommendsPositive Outlook","Its awsome when all meet together motivate each other as a team to make a simple bussiness grow and to be success. it does not take much time.","You may face some negative comments or less users does not explore or educate themselves in the facebook with a simple daily core like and sharing if you are a facebook junkie.","Join a group you can trust with positive mindset and get your free coaching attend more webiner buy your tools u need to set up your own bussiness."
"4.0","""Sunny with a chance of lowballs""","Current Employee - Infrastructure Engineer","Menlo Park, CA","2016-08-14","I have been working at Facebook full-time (More than 3 years)","Doesn't RecommendPositive OutlookApproves of CEO","- brilliant people all around, a pleasure to work with the best minds in the industry- recognition for the work you do does exist, even if it only means a pat on the back- work/life balance does exist, as long as you get the work done- your work is impacting product that 1.7 billion people use- amazing perks","- recruiters will low ball you on the initial offer as if their life depends on it. Even though they may have 1000 RSUs to grant they will deliberately start with a 700 hoping the unsuspecting candidate gulps it up in hopes of working for the ""best company to work for"".- There is unprecedented growth, which means high volume of hiring, which means C grade people are creeping in, including peers and upper management coming in from companies like Microsoft bringing their big company (read:- With great minds come bloated egos. Egoists and self proclaimed war heroes abound. God forbid you happen to cross paths with these people, but if you do, then be prepared for a political poop storm of epic proportions.- Managers are good only for 1:1s and calibrations, they dont actually drive ideas and projects, engineers do. Its easy to settle into a bubble and lose interest in the work unless you take the initiative to explore other options on a regular basis.","Try to cut out the red tape as much as possible. Invest more in recruiting efforts in order to bring in top tier (and modest) people in, its not the directors that build the company but the white collar workers."
"5.0","""The Happiest Place on Earth!!""","Current Employee - Front End Engineer","Menlo Park, CA","2016-07-30","I have been working at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","I just started working at FB ~2 months ago, but I already love it so much! There is so much transparency from day 1, it was actually a little alarming at first. But it's awesome to get to see what everyone is working on and to be able to easily contact anyone in the company. Even though the company is pretty big, you still get the same family-like feeling of a small startup. Everyone is very approachable and helpful, so it's not at all intimidating to contact your POC to get help you need. It's a very supportive and healthy work environment!Other pros: Q&A with Mark every Friday (he is so funny and brilliant!), delicious food everywhere (I already gained 10 lbs), beautiful campus, so many amenities and perks, brilliant and kind coworkers, really fun woodshop classes, I could go on and on!","Information is not very well organized. For a new person it can be a little intimidating to navigate and find the info you need, so that takes some getting used to.","Keep up the good work!!"
"5.0","""Data entry""","Former Employee - Database Administrator","Warrensville Heights, OH","2016-08-10","I worked at Facebook part-time (Less than a year)","RecommendsNeutral OutlookNo opinion of CEO","Communication, and support system from co-workers or higher ups. Very competitive and challenging when it comes to getting a lot of customers.","A lot of work, and moving around if you don't like walking around too much. And sometimes you might not get a break for lunch.",""
"4.0","""Facebook Intern""","Former Employee - Software Engineering Intern","Menlo Park, CA","2016-08-22","I worked at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","Open and inclusive culture, visionary leadership, young atmosphere, awesome perks such as meals, laundry, gym, entertainment etc.","Less work-life balance than desired",""
"5.0","""FAcebook DMO""","Current Employee - DMO","Menlo Park, CA","2016-07-31","I have been working at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","AWSOME place to work at free snacks free food and alot of good benefits","NONE at all excellent place to work at","KEEP DOING A GOOD JOB"
"5.0","""Facebook""","Former Employee - Software Engineering","Palo Alto, CA","2016-07-24","I worked at Facebook full-time","RecommendsPositive OutlookApproves of CEO","Great colleagues, amazing atmosphere on a workplace, very nice environment.","The project I was working on has ended and they couldnât offer me next cooperation.",""
"5.0","""PhD Intern at Facebook""","Current Employee - Software Engineer Intern","Menlo Park, CA","2016-07-02","I have been working at Facebook full-time (Less than a year)","Doesn't RecommendNeutral Outlook","Great people to work with, lots of learning opportunities. Interesting projects.","unbalance load of work. faulty ways of measuring the productivity of engineers.",""
"4.0","""Good, but still a job.""","Former Employee - Software Engineer","Menlo Park, CA","2016-08-02","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Well known perks are awesome (food, medical etc.), a lot of smart people and fun things to do if you find the time, bragging rights, ability to escalate friends' problems with FB.","High pressure to perform, focus on impact means that even doing a good job on a project doesn't mean you would be commended, review feedback cycles are a drain, zero appreciation for quality, bug fixing or assisting others - engineers are only assessed by new features that can be shown to provide measurable impact to a metric that management cares about. Codebase is messy due to a lot of people (especially inexperienced) moving fast.",""
"3.0","""Senior Software Engineer""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-07-26","I have been working at Facebook (More than a year)","Doesn't RecommendPositive OutlookApproves of CEO","* Excellent Working Environment.* Company really thinks about keep the Employees Happy.* Superb Perks and Employee Benefits..","* The Bars are too high which makes the politics also set at the same standard.* Some are not Bothered or Recognized for work.* You will be in a soup, where you want to stay because it's Facebook and u want to leave as you can withstand the treatment..",""
"5.0","""Best company to work, awesome work culture with high value""","Current Employee - Applications Developer","New York, NY","2016-07-22","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive Outlook","Good salaryLot of opportunities to work on different technologies.","Couldn't find any cons till now.","None"
"5.0","""Production Systems Engineer""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-07-18","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive Outlook","Awesome Culture, great benefits, bottom-up innovation!","Cannot think of any cons in the short period I've been at Fb.","N/A"
"5.0","""Amazing company, lots of work!""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-07-10","I have been working at Facebook (More than a year)","RecommendsPositive OutlookApproves of CEO","Compensation, benefits, perks, shuttles, intelligent people. It's quite inspiring to work under Mark Zuckerberg as well - he truly is a great leader and is the heart and soul of the company.","They keep you busy - achieving work/life balance is challenging, but during such a heavy growth phase, it's somewhat understandable. Lots of pressure as well - everyone around you is so intelligent and hard-working.",""
"5.0","""Great place to work and advance beyond your""","Current Employee - Design Engineer","Menlo Park, CA","2016-07-12","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Very good culture, smart people, fun atmosphere, and tremendous food options!","Any position here is for self starters and motivated people.","Keep doing what you're doing and thank you very much for what you've built."
"4.0","""High competition, a lot of bad quality projects""","Former Employee - Production Engineer","Menlo Park, CA","2016-07-27","I worked at Facebook full-time (More than a year)","RecommendsNeutral OutlookNo opinion of CEO","Ability to work with the world-size project audience. Scaling of your products to the billions of users.","Technology stack of the company is very specific. Be sure to select proper project, and not some legacy stuff","leave the company. FB management suxx"
"4.0","""Best work place""","Former Employee - Data Analyst/Product Business Analyst","San Jose, CA","2016-07-28","I worked at Facebook (Less than a year)","RecommendsPositive OutlookApproves of CEO","Happy work place with free food . Great team and scope of learning more.","less salary for contractors and they are given long term.",""
"3.0","""Pretty good but not ideal if contingent/contract""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-07-27","","RecommendsPositive OutlookApproves of CEO","The autonomy - the freedom to do work at a fast pace and little bureaucratic barriers.The food - there's such a wide variety of breakfast, lunch, dinners, happy hours, drinks, and snacks.The culture - this term is thrown around a lot but Facebook is very unique. it's almost utopian the way people come together to solve problems. not just work but social problems as well. Ex. the black lives matter conversations.","Contingent employees are treated the same as FTE's for the most part. But you will constantly be reminded you're NOT a Facebook employee. There will be many occasions where contingent employees will be excluded to FTE functions and benefits.","Do more for the contingent workforce in terms of inclusion, because there is an unspoken level of animosity whenever there's a big company function that excludes contingent employees."
"4.0","""A good place to work at""","Current Employee - Software Engineer","Sunnyvale, CA","2016-07-25","I have been working at Facebook full-time (More than 3 years)","RecommendsNo opinion of CEO","A lot of good engineers and a lot of good engineering problems. It makes a good environment to learn and grow","It's big enough that there is significant differences in engineering culture within the company.",""
"5.0","""How it was""","Current Employee - Facebook Software Engineer","Palmdale, CA","2016-06-27","I have been working at Facebook full-time (More than a year)","RecommendsNeutral Outlook","its fun to work with them because they sometimes are calm about there Facebook being hacked","its hard to work with crazy people","behave"
"5.0","""Great opportunity""","Former Employee - Anonymous Employee","Mountain View, CA","2016-07-07","I worked at Facebook (More than a year)","","Learn from a lot of people who are willing to help and support you","Such a big company that sometimes you might feel a little lost",""
"5.0","""Social""","Current Employee - Anonymous Employee","Victorville, CA","2016-07-08","","RecommendsPositive Outlook","Has a lot to do with using computers an sharing ideas with other people online or just through messaging apps like messenger.","It can take up large data plus, you get a lot into the pages there is always a good laugh somewhere.",""
"4.0","""Very well run, maybe not ideal if you like wearing many hats""","Former Employee - Software Engineer","Palo Alto, CA","2016-07-20","I worked at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","- Super smart people- Clear direction- Not too many layers or inefficiencies","- As it's larger now, not ideal for a startup-minded person- Commute from SF is pretty tedious","- Somehow make space for highly creative people to thrive- Watch for getting stuck in ideology and missing new trends"
"5.0","""10/10""","Current Employee - Community Operations","Austin, TX","2016-06-24","","RecommendsPositive OutlookApproves of CEO","Best of the best. It is a dream come tru","None. You feel the impact that you make.","Keep kllling it."
"5.0","""Sr Developer Role""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-06-27","","RecommendsPositive OutlookApproves of CEO","Stress-free environment challenging work work work","nothing bets place to work diff from other companies",""
"5.0","""engineer""","Former Employee - Engineer","Menlo Park, CA","2016-06-27","I worked at Facebook full-time (More than 3 years)","RecommendsPositive Outlook","The atmosphere in Facebook Co. is very kind, you don't have to work in the office on Wednesdays, and food there is very tasty.","Traffic nearby is very heavy.",""
"1.0","""HR Admin- Austin""","Former Employee - HRIS Analyst","Austin, TX","2016-07-12","I worked at Facebook full-time (More than a year)","Doesn't RecommendPositive OutlookApproves of CEO","Fun, exciting, challenging, dynamic, a lot of smart people, good training offered, free food and amenities. Good growth opportunities, some genuinely good people there","The people in the Austin office are brutal. I felt like I was in high school again. They bash each other, gossip and belittle 'outsiders' or people they don't know. I overheard the 'senior' employees belittling me and making fun of a physical condition I have SEVERAL times. They smile to your face but they are passive aggressive and outright mean. And I performed very well at my job, loved my team in CA, and loved the company. But some of those 'lifetime' FB people are poisoning the culture. I had to leave after a year. And good luck telling anyone. It's career suicide","Hold everyone accountable for how they treat others, especially people who are different, people coming from different cities and people with physical and social challenges."
"4.0","""Well run organization""","Former Employee - Production Engineer","San Francisco, CA","2016-07-04","I worked at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","They give a lot of great opportunities, and have a stable organization. The leadership is driven and transparent for such a large organization. You are rewarded for your work.","It can get tedious sometimes - a lot of problems are solved, so making an impact is difficult at first. You need to hunt for ways to make an impact.","Keep being transparent as much as possible. Continue to reward key employees for good work."
"5.0","""Relaxed environment""","Current Employee - Product Designer","Menlo Park, CA","2016-06-10","I have been working at Facebook full-time (Less than a year)","RecommendsNeutral OutlookApproves of CEO","A lot of freedom, relaxed environment, surrounded by smart people, fun hackathons!","The food is delicious but watch your waistline...Diversity issues - my team was made of up mostly white males.","None, feel like I haven't been here long enough yet."
"4.0","""Facebook""","Current Employee - Anonymous Employee","Menlo Park, CA","2016-07-02","I have been working at Facebook (Less than a year)","","Love the environment the openness and the option to work independently","Can't really think of any cons right now",""
"5.0","""Awesome growth and interesting challenges""","Current Employee - Software Engineer","Hayward, CA","2016-06-11","I have been working at Facebook (More than 3 years)","RecommendsPositive OutlookApproves of CEO","+ Solve hard engineering problems at Scale+ Coworkers are knowledgable and helpful+ Great Salary and Perks","- Nothing much to say bad about FB.","- Keep expanding the horizons, you guys are doing good."
"4.0","""half cult half nation state. good for your career.""","Former Employee - Production Engineer","Menlo Park, CA","2016-06-15","","RecommendsPositive OutlookApproves of CEO","the abundance of extremely smart people, and the culture of hyper-rationality, open communication, and individualistic freedom.","the lack of collective self-awareness, humility, and sense of humor. the cult-like party-line echo chamber, internal propaganda, and kool-aid drinking.","nothing i write here will have the slightest effect whatsoever."
"5.0","""Best job so far.""","Current Employee - Production Engineer","Menlo Park, CA","2016-05-29","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Given the room to make the role what you want. You have the freedom to find something you find interesting and run with it.","Long onboarding process might be a turn off to some people.other than that the company is about as good as it gets.",""
"5.0","""database developer""","Former Employee - Database Engineer","San Francisco, CA","2016-06-07","","RecommendsPositive OutlookApproves of CEO","campus employess work environment employees","too much fun in facebook which is good for health","no advice for the management ,because they are too cool"
"5.0","""Learning and growing a lot""","Current Employee - Product Designer","Menlo Park, CA","2016-05-17","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","- Fast-paced environment- Strong sense of ownership for the product I'm working on- Management values employee feedback and growth- Many resources for professional and personal improvements- Many different challenges and easy to try new projects- Impact driven","- Sometimes too rushed to launch things, product not as polished as it can be.- Very engineering and data-driven, should consider more human criteria for success- Teams are getting big and communication is getting harder- Not structured, need to find your own way of doing things","Stay humble, don't slow down, keep connecting the world"
